order_id,product_name,quantity,unit_price,order_date,purchase_address,city,total_price
179779,Bose SoundSport Headphones,1,99.99,2019-04-07 07:35:00,296 Elm St,Seattle,99.98999786376953
179780,Apple Airpods Headphones,1,150.0,2019-04-09 18:36:00,445 Cherry St,Dallas,150.0
179781,AAA Batteries (4-pack),1,2.99,2019-04-26 22:20:00,555 13th St,New York City,2.990000009536743
179782,AA Batteries (4-pack),1,3.84,2019-04-04 21:52:00,181 Meadow St,Boston,3.8399999141693115
179783,Wired Headphones,1,11.99,2019-04-25 12:13:00,710 River St,San Francisco,11.989999771118164
179784,AAA Batteries (4-pack),1,2.99,2019-04-27 02:01:00,889 Park St,Austin,2.990000009536743
179785,AA Batteries (4-pack),1,3.84,2019-04-28 22:03:00,137 10th St,Atlanta,3.8399999141693115
179786,AA Batteries (4-pack),1,3.84,2019-04-04 09:23:00,359 Jackson St,New York City,3.8399999141693115
179787,AA Batteries (4-pack),1,3.84,2019-04-08 20:40:00,625 Hill St,New York City,3.8399999141693115
179788,AA Batteries (4-pack),1,3.84,2019-04-07 18:29:00,86 Hickory St,Seattle,3.8399999141693115
179789,AA Batteries (4-pack),3,3.84,2019-04-22 12:25:00,239 Main St,Los Angeles,11.519999742507935
179790,AAA Batteries (4-pack),2,2.99,2019-04-10 09:58:00,475 Adams St,Boston,5.980000019073486
179791,Lightning Charging Cable,1,14.95,2019-04-05 07:40:00,105 Lake St,Atlanta,14.949999809265137
179792,USB-C Charging Cable,1,11.95,2019-04-12 19:57:00,802 Highland St,San Francisco,11.949999809265137
179793,34in Ultrawide Monitor,1,379.99,2019-04-09 15:03:00,466 Cedar St,Atlanta,379.989990234375
179794,Lightning Charging Cable,1,14.95,2019-04-28 12:08:00,691 5th St,New York City,14.949999809265137
179795,Lightning Charging Cable,1,14.95,2019-04-18 18:55:00,855 12th St,Los Angeles,14.949999809265137
179796,USB-C Charging Cable,1,11.95,2019-04-14 11:05:00,782 Maple St,New York City,11.949999809265137
179797,USB-C Charging Cable,1,11.95,2019-04-11 11:54:00,785 14th St,New York City,11.949999809265137
179798,Wired Headphones,1,11.99,2019-04-25 19:53:00,391 5th St,New York City,11.989999771118164
179799,Apple Airpods Headphones,1,150.0,2019-04-29 20:53:00,539 Adams St,New York City,150.0
179800,Lightning Charging Cable,1,14.95,2019-04-20 11:01:00,159 13th St,San Francisco,14.949999809265137
179801,USB-C Charging Cable,1,11.95,2019-04-21 00:29:00,712 Spruce St,Los Angeles,11.949999809265137
179802,Google Phone,1,600.0,2019-04-28 17:20:00,79 5th St,Boston,600.0
179803,Lightning Charging Cable,1,14.95,2019-04-17 20:23:00,832 Wilson St,Atlanta,14.949999809265137
179804,AAA Batteries (4-pack),2,2.99,2019-04-03 17:32:00,253 13th St,Atlanta,5.980000019073486
179805,Wired Headphones,1,11.99,2019-04-18 18:05:00,238 North St,Atlanta,11.989999771118164
179806,Bose SoundSport Headphones,1,99.99,2019-04-28 14:12:00,649 Lake St,New York City,99.98999786376953
179807,Apple Airpods Headphones,1,150.0,2019-04-20 13:11:00,660 2nd St,Dallas,150.0
179808,USB-C Charging Cable,1,11.95,2019-04-04 09:50:00,952 1st St,Atlanta,11.949999809265137
179808,27in FHD Monitor,1,149.99,2019-04-04 09:50:00,952 1st St,Atlanta,149.99000549316406
179809,27in 4K Gaming Monitor,1,389.99,2019-04-16 15:16:00,586 2nd St,Los Angeles,389.989990234375
179810,Lightning Charging Cable,1,14.95,2019-04-10 12:54:00,493 Ridge St,Los Angeles,14.949999809265137
179811,20in Monitor,1,109.99,2019-04-10 15:54:00,346 Church St,Seattle,109.98999786376953
179812,Wired Headphones,1,11.99,2019-04-14 11:58:00,428 Hill St,Portland,11.989999771118164
179813,AA Batteries (4-pack),1,3.84,2019-04-26 10:58:00,847 Adams St,Austin,3.8399999141693115
179814,Apple Airpods Headphones,1,150.0,2019-04-09 12:28:00,629 10th St,San Francisco,150.0
179815,Wired Headphones,2,11.99,2019-04-28 15:42:00,91 9th St,Seattle,23.979999542236328
179816,34in Ultrawide Monitor,1,379.99,2019-04-01 21:52:00,615 Chestnut St,San Francisco,379.989990234375
179817,USB-C Charging Cable,1,11.95,2019-04-30 11:48:00,183 Johnson St,San Francisco,11.949999809265137
179818,USB-C Charging Cable,1,11.95,2019-04-14 09:56:00,479 Pine St,Boston,11.949999809265137
179819,Bose SoundSport Headphones,1,99.99,2019-04-21 01:28:00,985 Center St,Atlanta,99.98999786376953
179820,Google Phone,1,600.0,2019-04-03 08:40:00,85 Hill St,Boston,600.0
179820,USB-C Charging Cable,1,11.95,2019-04-03 08:40:00,85 Hill St,Boston,11.949999809265137
179821,AAA Batteries (4-pack),2,2.99,2019-04-22 16:19:00,975 Main St,Dallas,5.980000019073486
179822,27in 4K Gaming Monitor,1,389.99,2019-04-30 18:33:00,745 7th St,New York City,389.989990234375
179823,Apple Airpods Headphones,1,150.0,2019-04-23 14:50:00,524 6th St,Boston,150.0
179824,20in Monitor,1,109.99,2019-04-08 17:26:00,531 7th St,Seattle,109.98999786376953
179825,USB-C Charging Cable,1,11.95,2019-04-02 18:07:00,128 Dogwood St,San Francisco,11.949999809265137
179826,AAA Batteries (4-pack),1,2.99,2019-04-20 09:06:00,922 10th St,Boston,2.990000009536743
179827,27in 4K Gaming Monitor,1,389.99,2019-04-10 15:24:00,929 Wilson St,San Francisco,389.989990234375
179828,Lightning Charging Cable,1,14.95,2019-04-05 06:38:00,792 Ridge St,Boston,14.949999809265137
179829,AA Batteries (4-pack),1,3.84,2019-04-15 10:23:00,704 Highland St,San Francisco,3.8399999141693115
179830,AA Batteries (4-pack),1,3.84,2019-04-24 21:40:00,206 Washington St,Los Angeles,3.8399999141693115
179831,Apple Airpods Headphones,1,150.0,2019-04-10 07:40:00,581 Chestnut St,Los Angeles,150.0
179832,Lightning Charging Cable,1,14.95,2019-04-28 19:23:00,962 Wilson St,New York City,14.949999809265137
179833,AAA Batteries (4-pack),3,2.99,2019-04-21 00:49:00,537 Elm St,Boston,8.97000002861023
179834,USB-C Charging Cable,1,11.95,2019-04-07 07:36:00,212 Maple St,New York City,11.949999809265137
179835,Google Phone,1,600.0,2019-04-21 16:38:00,158 Center St,Portland,600.0
179835,Wired Headphones,1,11.99,2019-04-21 16:38:00,158 Center St,Portland,11.989999771118164
179836,Flatscreen TV,1,300.0,2019-04-26 22:16:00,697 Cherry St,Seattle,300.0
179837,Google Phone,1,600.0,2019-04-04 11:11:00,568 Hill St,New York City,600.0
179837,USB-C Charging Cable,1,11.95,2019-04-04 11:11:00,568 Hill St,New York City,11.949999809265137
179838,AAA Batteries (4-pack),1,2.99,2019-04-06 15:25:00,216 14th St,Austin,2.990000009536743
179839,27in 4K Gaming Monitor,1,389.99,2019-04-03 16:43:00,191 Spruce St,Los Angeles,389.989990234375
179840,Wired Headphones,1,11.99,2019-04-10 13:36:00,834 Spruce St,San Francisco,11.989999771118164
179841,Wired Headphones,1,11.99,2019-04-09 16:58:00,857 Park St,San Francisco,11.989999771118164
179842,AAA Batteries (4-pack),1,2.99,2019-04-11 14:58:00,409 Maple St,New York City,2.990000009536743
179843,USB-C Charging Cable,1,11.95,2019-04-26 12:29:00,704 South St,Boston,11.949999809265137
179844,Apple Airpods Headphones,1,150.0,2019-04-19 16:38:00,722 Madison St,Los Angeles,150.0
179845,AAA Batteries (4-pack),2,2.99,2019-04-11 13:08:00,541 Adams St,Los Angeles,5.980000019073486
179846,ThinkPad Laptop,1,999.99,2019-04-08 19:42:00,380 South St,New York City,999.989990234375
179847,Lightning Charging Cable,1,14.95,2019-04-21 13:11:00,970 Johnson St,San Francisco,14.949999809265137
179848,Apple Airpods Headphones,1,150.0,2019-04-22 19:46:00,665 West St,San Francisco,150.0
179849,34in Ultrawide Monitor,1,379.99,2019-04-20 10:26:00,861 4th St,New York City,379.989990234375
179850,34in Ultrawide Monitor,1,379.99,2019-04-22 17:08:00,343 Ridge St,San Francisco,379.989990234375
179851,Vareebadd Phone,1,400.0,2019-04-03 11:37:00,909 South St,Los Angeles,400.0
179852,ThinkPad Laptop,1,999.99,2019-04-16 11:42:00,19 Forest St,San Francisco,999.989990234375
179853,Lightning Charging Cable,1,14.95,2019-04-14 10:14:00,548 Jackson St,Dallas,14.949999809265137
179854,Apple Airpods Headphones,1,150.0,2019-04-27 00:42:00,882 North St,Boston,150.0
179855,USB-C Charging Cable,1,11.95,2019-04-29 12:43:00,69 7th St,Boston,11.949999809265137
179856,27in FHD Monitor,1,149.99,2019-04-04 07:39:00,818 River St,Seattle,149.99000549316406
179857,Apple Airpods Headphones,1,150.0,2019-04-06 15:09:00,966 Maple St,Los Angeles,150.0
179858,USB-C Charging Cable,1,11.95,2019-04-20 21:01:00,486 Willow St,San Francisco,11.949999809265137
179859,Lightning Charging Cable,1,14.95,2019-04-21 20:13:00,381 10th St,Austin,14.949999809265137
179860,LG Dryer,1,600.0,2019-04-20 12:45:00,762 Meadow St,Dallas,600.0
179861,AA Batteries (4-pack),1,3.84,2019-04-29 20:15:00,676 9th St,Boston,3.8399999141693115
179862,AA Batteries (4-pack),3,3.84,2019-04-04 09:14:00,106 Chestnut St,Austin,11.519999742507935
179863,ThinkPad Laptop,1,999.99,2019-04-05 08:21:00,989 Maple St,San Francisco,999.989990234375
179864,Lightning Charging Cable,1,14.95,2019-04-06 18:43:00,780 1st St,Atlanta,14.949999809265137
179865,AAA Batteries (4-pack),6,2.99,2019-04-14 11:24:00,83 Willow St,Austin,17.94000005722046
179866,Apple Airpods Headphones,1,150.0,2019-04-26 21:07:00,761 Lakeview St,San Francisco,150.0
179867,USB-C Charging Cable,1,11.95,2019-04-21 18:51:00,750 Walnut St,Dallas,11.949999809265137
179868,Apple Airpods Headphones,1,150.0,2019-04-24 20:56:00,80 West St,San Francisco,150.0
179869,ThinkPad Laptop,1,999.99,2019-04-02 19:15:00,165 Lake St,San Francisco,999.989990234375
179870,AA Batteries (4-pack),1,3.84,2019-04-08 20:14:00,848 14th St,New York City,3.8399999141693115
179871,AAA Batteries (4-pack),2,2.99,2019-04-24 09:17:00,362 Lake St,San Francisco,5.980000019073486
179872,AAA Batteries (4-pack),1,2.99,2019-04-01 22:35:00,667 Pine St,Seattle,2.990000009536743
179873,20in Monitor,1,109.99,2019-04-24 12:43:00,777 Dogwood St,Atlanta,109.98999786376953
179874,Macbook Pro Laptop,1,1700.0,2019-04-27 19:08:00,858 Cherry St,New York City,1700.0
179875,27in FHD Monitor,1,149.99,2019-04-10 18:51:00,497 2nd St,Boston,149.99000549316406
179876,Macbook Pro Laptop,1,1700.0,2019-04-19 14:01:00,566 Chestnut St,Seattle,1700.0
179877,AA Batteries (4-pack),1,3.84,2019-04-29 13:39:00,169 Adams St,Seattle,3.8399999141693115
179878,Bose SoundSport Headphones,1,99.99,2019-04-14 20:23:00,977 Jefferson St,Atlanta,99.98999786376953
179879,AA Batteries (4-pack),1,3.84,2019-04-03 10:16:00,95 Ridge St,Boston,3.8399999141693115
179880,USB-C Charging Cable,1,11.95,2019-04-06 20:58:00,144 4th St,Seattle,11.949999809265137
179881,USB-C Charging Cable,1,11.95,2019-04-06 16:51:00,17 Jefferson St,Los Angeles,11.949999809265137
179882,Lightning Charging Cable,1,14.95,2019-04-15 13:04:00,405 Walnut St,Los Angeles,14.949999809265137
179883,iPhone,1,700.0,2019-04-04 15:53:00,353 1st St,New York City,700.0
179884,ThinkPad Laptop,1,999.99,2019-04-25 20:12:00,64 Jackson St,Atlanta,999.989990234375
179885,20in Monitor,1,109.99,2019-04-26 17:53:00,369 13th St,New York City,109.98999786376953
179885,Bose SoundSport Headphones,1,99.99,2019-04-26 17:53:00,369 13th St,New York City,99.98999786376953
179886,iPhone,1,700.0,2019-04-23 11:42:00,927 Center St,Los Angeles,700.0
179887,34in Ultrawide Monitor,1,379.99,2019-04-18 14:59:00,397 Elm St,New York City,379.989990234375
179888,AA Batteries (4-pack),1,3.84,2019-04-10 19:38:00,840 Forest St,Portland,3.8399999141693115
179889,Bose SoundSport Headphones,1,99.99,2019-04-22 10:33:00,473 8th St,Dallas,99.98999786376953
179890,USB-C Charging Cable,1,11.95,2019-04-20 19:06:00,852 Johnson St,San Francisco,11.949999809265137
179891,34in Ultrawide Monitor,1,379.99,2019-04-30 20:46:00,505 Ridge St,Dallas,379.989990234375
179892,USB-C Charging Cable,1,11.95,2019-04-03 02:31:00,682 Lakeview St,Atlanta,11.949999809265137
179893,27in 4K Gaming Monitor,1,389.99,2019-04-26 08:11:00,166 Hill St,Los Angeles,389.989990234375
179894,Wired Headphones,1,11.99,2019-04-08 20:54:00,127 4th St,Boston,11.989999771118164
179895,AA Batteries (4-pack),1,3.84,2019-04-26 11:20:00,748 Lincoln St,Boston,3.8399999141693115
179896,AA Batteries (4-pack),1,3.84,2019-04-02 12:36:00,628 Church St,New York City,3.8399999141693115
179897,Flatscreen TV,1,300.0,2019-04-16 17:57:00,584 12th St,San Francisco,300.0
179898,iPhone,1,700.0,2019-04-30 09:08:00,536 Adams St,New York City,700.0
179899,27in 4K Gaming Monitor,1,389.99,2019-04-01 16:40:00,453 North St,New York City,389.989990234375
179900,27in FHD Monitor,1,149.99,2019-04-23 20:22:00,95 Elm St,San Francisco,149.99000549316406
179901,USB-C Charging Cable,1,11.95,2019-04-26 17:28:00,53 Hickory St,Seattle,11.949999809265137
179902,Bose SoundSport Headphones,1,99.99,2019-04-09 16:28:00,329 5th St,Seattle,99.98999786376953
179903,Bose SoundSport Headphones,1,99.99,2019-04-04 13:50:00,497 Lake St,San Francisco,99.98999786376953
179904,Lightning Charging Cable,1,14.95,2019-04-28 08:05:00,261 River St,Los Angeles,14.949999809265137
179905,iPhone,1,700.0,2019-04-28 22:23:00,699 Lake St,Atlanta,700.0
179906,Bose SoundSport Headphones,1,99.99,2019-04-02 11:26:00,997 5th St,Atlanta,99.98999786376953
179907,AAA Batteries (4-pack),1,2.99,2019-04-25 18:44:00,234 Hickory St,San Francisco,2.990000009536743
179908,Apple Airpods Headphones,1,150.0,2019-04-03 17:03:00,569 Johnson St,New York City,150.0
179909,Apple Airpods Headphones,1,150.0,2019-04-11 18:57:00,769 Sunset St,San Francisco,150.0
179910,AAA Batteries (4-pack),1,2.99,2019-04-17 22:50:00,466 14th St,New York City,2.990000009536743
179911,Lightning Charging Cable,1,14.95,2019-04-03 12:59:00,832 Church St,San Francisco,14.949999809265137
179912,20in Monitor,1,109.99,2019-04-15 19:34:00,124 Wilson St,Boston,109.98999786376953
179913,Google Phone,1,600.0,2019-04-16 17:25:00,12 Madison St,San Francisco,600.0
179914,Macbook Pro Laptop,1,1700.0,2019-04-15 22:39:00,27 8th St,Los Angeles,1700.0
179915,Apple Airpods Headphones,1,150.0,2019-04-29 10:39:00,761 Chestnut St,San Francisco,150.0
179916,Vareebadd Phone,1,400.0,2019-04-16 20:33:00,73 Hill St,New York City,400.0
179917,AA Batteries (4-pack),2,3.84,2019-04-24 22:19:00,152 Spruce St,Los Angeles,7.679999828338623
179918,USB-C Charging Cable,2,11.95,2019-04-14 19:27:00,216 7th St,Dallas,23.899999618530273
179919,Apple Airpods Headphones,1,150.0,2019-04-04 13:25:00,816 2nd St,Austin,150.0
179920,AA Batteries (4-pack),2,3.84,2019-04-11 15:36:00,598 14th St,Seattle,7.679999828338623
179921,20in Monitor,1,109.99,2019-04-13 17:49:00,970 Park St,Dallas,109.98999786376953
179922,Apple Airpods Headphones,1,150.0,2019-04-17 11:37:00,623 Lakeview St,Portland,150.0
179923,34in Ultrawide Monitor,1,379.99,2019-04-03 19:16:00,718 Highland St,New York City,379.989990234375
179924,Wired Headphones,1,11.99,2019-04-09 20:43:00,591 Elm St,San Francisco,11.989999771118164
179925,34in Ultrawide Monitor,1,379.99,2019-04-03 12:58:00,183 5th St,San Francisco,379.989990234375
179926,Bose SoundSport Headphones,1,99.99,2019-04-01 14:10:00,975 Elm St,Atlanta,99.98999786376953
179927,Wired Headphones,1,11.99,2019-04-13 16:26:00,940 Main St,San Francisco,11.989999771118164
179928,20in Monitor,1,109.99,2019-04-07 12:27:00,873 Willow St,Boston,109.98999786376953
179929,Bose SoundSport Headphones,1,99.99,2019-04-10 13:54:00,845 Jefferson St,Seattle,99.98999786376953
179930,AAA Batteries (4-pack),1,2.99,2019-04-06 16:43:00,445 Chestnut St,New York City,2.990000009536743
179931,34in Ultrawide Monitor,1,379.99,2019-04-02 10:09:00,151 Lake St,Los Angeles,379.989990234375
179932,Flatscreen TV,1,300.0,2019-04-30 21:17:00,13 Lincoln St,Los Angeles,300.0
179933,AA Batteries (4-pack),3,3.84,2019-04-26 15:49:00,538 11th St,Boston,11.519999742507935
179934,ThinkPad Laptop,1,999.99,2019-04-09 08:30:00,488 South St,San Francisco,999.989990234375
179935,Vareebadd Phone,1,400.0,2019-04-17 13:13:00,279 Walnut St,Los Angeles,400.0
179936,AAA Batteries (4-pack),1,2.99,2019-04-13 14:50:00,295 14th St,New York City,2.990000009536743
179937,Wired Headphones,1,11.99,2019-04-12 15:36:00,556 Spruce St,Dallas,11.989999771118164
179938,Lightning Charging Cable,1,14.95,2019-04-04 18:57:00,875 Main St,New York City,14.949999809265137
179939,34in Ultrawide Monitor,1,379.99,2019-04-03 19:04:00,212 1st St,Boston,379.989990234375
179940,AA Batteries (4-pack),1,3.84,2019-04-26 20:36:00,624 North St,Seattle,3.8399999141693115
179941,Wired Headphones,1,11.99,2019-04-26 18:46:00,430 10th St,Atlanta,11.989999771118164
179942,LG Dryer,1,600.0,2019-04-16 14:24:00,209 Meadow St,New York City,600.0
179943,AAA Batteries (4-pack),2,2.99,2019-04-14 11:08:00,344 River St,Portland,5.980000019073486
179944,Flatscreen TV,1,300.0,2019-04-28 09:38:00,704 Highland St,New York City,300.0
179944,AA Batteries (4-pack),1,3.84,2019-04-28 09:38:00,704 Highland St,New York City,3.8399999141693115
179945,USB-C Charging Cable,1,11.95,2019-04-22 10:54:00,548 Meadow St,Atlanta,11.949999809265137
179946,Wired Headphones,1,11.99,2019-04-08 22:37:00,842 Adams St,San Francisco,11.989999771118164
179947,AAA Batteries (4-pack),1,2.99,2019-04-20 14:06:00,103 Forest St,Los Angeles,2.990000009536743
179948,Vareebadd Phone,1,400.0,2019-04-06 20:01:00,859 Center St,Los Angeles,400.0
179949,Wired Headphones,1,11.99,2019-04-21 14:41:00,807 Washington St,Atlanta,11.989999771118164
179950,27in FHD Monitor,1,149.99,2019-04-22 19:10:00,2 6th St,Seattle,149.99000549316406
179951,Bose SoundSport Headphones,1,99.99,2019-04-07 18:41:00,461 Main St,Portland,99.98999786376953
179952,Apple Airpods Headphones,1,150.0,2019-04-22 02:29:00,708 14th St,Los Angeles,150.0
179953,AAA Batteries (4-pack),1,2.99,2019-04-27 09:19:00,32 North St,Los Angeles,2.990000009536743
179954,27in 4K Gaming Monitor,1,389.99,2019-04-04 10:05:00,377 13th St,Dallas,389.989990234375
179955,Flatscreen TV,1,300.0,2019-04-14 19:49:00,214 Highland St,Seattle,300.0
179956,Wired Headphones,1,11.99,2019-04-30 18:31:00,341 Pine St,New York City,11.989999771118164
179957,Lightning Charging Cable,1,14.95,2019-04-16 15:16:00,623 7th St,Los Angeles,14.949999809265137
179958,AA Batteries (4-pack),1,3.84,2019-04-04 13:51:00,631 Lakeview St,Dallas,3.8399999141693115
179959,Wired Headphones,1,11.99,2019-04-07 12:41:00,661 7th St,Austin,11.989999771118164
179960,USB-C Charging Cable,1,11.95,2019-04-24 13:37:00,707 2nd St,New York City,11.949999809265137
179961,Google Phone,1,600.0,2019-04-25 03:09:00,141 Johnson St,New York City,600.0
179962,AAA Batteries (4-pack),1,2.99,2019-04-17 15:28:00,116 6th St,Portland,2.990000009536743
179963,Macbook Pro Laptop,1,1700.0,2019-04-30 15:31:00,456 North St,Boston,1700.0
179964,Bose SoundSport Headphones,1,99.99,2019-04-25 18:23:00,955 Maple St,San Francisco,99.98999786376953
179965,Macbook Pro Laptop,1,1700.0,2019-04-30 15:23:00,45 Cedar St,Seattle,1700.0
179966,iPhone,1,700.0,2019-04-15 08:40:00,979 13th St,New York City,700.0
179966,Lightning Charging Cable,1,14.95,2019-04-15 08:40:00,979 13th St,New York City,14.949999809265137
179967,USB-C Charging Cable,1,11.95,2019-04-16 10:51:00,454 1st St,San Francisco,11.949999809265137
179968,34in Ultrawide Monitor,1,379.99,2019-04-05 12:44:00,218 Church St,New York City,379.989990234375
179969,Google Phone,1,600.0,2019-04-21 16:14:00,729 9th St,Atlanta,600.0
179969,Wired Headphones,1,11.99,2019-04-21 16:14:00,729 9th St,Atlanta,11.989999771118164
179970,AAA Batteries (4-pack),2,2.99,2019-04-18 18:44:00,668 Lake St,Los Angeles,5.980000019073486
179971,iPhone,1,700.0,2019-04-01 22:27:00,95 Center St,Los Angeles,700.0
179972,Bose SoundSport Headphones,1,99.99,2019-04-02 11:57:00,836 North St,San Francisco,99.98999786376953
179973,Bose SoundSport Headphones,1,99.99,2019-04-27 16:27:00,690 7th St,San Francisco,99.98999786376953
179974,ThinkPad Laptop,1,999.99,2019-04-29 18:00:00,727 Dogwood St,New York City,999.989990234375
179975,27in FHD Monitor,1,149.99,2019-04-30 16:40:00,459 9th St,Los Angeles,149.99000549316406
179976,AA Batteries (4-pack),1,3.84,2019-04-10 19:53:00,136 Johnson St,Portland,3.8399999141693115
179977,AAA Batteries (4-pack),1,2.99,2019-04-30 11:49:00,500 Dogwood St,New York City,2.990000009536743
179978,Lightning Charging Cable,1,14.95,2019-04-03 10:35:00,811 Pine St,San Francisco,14.949999809265137
179979,Apple Airpods Headphones,1,150.0,2019-04-10 21:16:00,605 6th St,Atlanta,150.0
179980,iPhone,1,700.0,2019-04-09 18:49:00,471 Maple St,Los Angeles,700.0
179981,Lightning Charging Cable,1,14.95,2019-04-22 12:27:00,207 4th St,New York City,14.949999809265137
179982,Bose SoundSport Headphones,1,99.99,2019-04-06 08:30:00,963 Willow St,New York City,99.98999786376953
179983,iPhone,1,700.0,2019-04-12 11:38:00,203 River St,Los Angeles,700.0
179984,Google Phone,1,600.0,2019-04-05 07:07:00,781 1st St,Los Angeles,600.0
179985,iPhone,1,700.0,2019-04-16 23:50:00,362 Elm St,Dallas,700.0
179986,Lightning Charging Cable,1,14.95,2019-04-24 11:47:00,345 7th St,New York City,14.949999809265137
179987,AA Batteries (4-pack),2,3.84,2019-04-30 17:19:00,261 Lakeview St,Atlanta,7.679999828338623
179988,USB-C Charging Cable,1,11.95,2019-04-14 14:23:00,422 Sunset St,Seattle,11.949999809265137
179989,LG Washing Machine,1,600.0,2019-04-02 20:54:00,889 Hickory St,Los Angeles,600.0
179990,LG Dryer,1,600.0,2019-04-25 15:35:00,583 Jackson St,Dallas,600.0
179991,AA Batteries (4-pack),1,3.84,2019-04-19 20:06:00,672 Church St,Los Angeles,3.8399999141693115
179992,Lightning Charging Cable,1,14.95,2019-04-27 22:50:00,593 1st St,Los Angeles,14.949999809265137
179993,Lightning Charging Cable,1,14.95,2019-04-21 16:12:00,273 Jefferson St,Atlanta,14.949999809265137
179994,Bose SoundSport Headphones,1,99.99,2019-04-03 21:19:00,388 2nd St,San Francisco,99.98999786376953
179995,Macbook Pro Laptop,1,1700.0,2019-04-06 19:50:00,206 West St,New York City,1700.0
179996,34in Ultrawide Monitor,1,379.99,2019-04-14 00:20:00,829 Jackson St,Dallas,379.989990234375
179997,Wired Headphones,1,11.99,2019-04-13 12:45:00,902 2nd St,Los Angeles,11.989999771118164
179998,iPhone,1,700.0,2019-04-01 21:17:00,686 Pine St,New York City,700.0
179998,Apple Airpods Headphones,1,150.0,2019-04-01 21:17:00,686 Pine St,New York City,150.0
179999,iPhone,1,700.0,2019-04-26 19:19:00,757 1st St,San Francisco,700.0
180000,iPhone,1,700.0,2019-04-15 11:01:00,704 11th St,New York City,700.0
180000,Lightning Charging Cable,1,14.95,2019-04-15 11:01:00,704 11th St,New York City,14.949999809265137
180001,Flatscreen TV,1,300.0,2019-04-19 20:19:00,444 Johnson St,New York City,300.0
180002,ThinkPad Laptop,1,999.99,2019-04-25 11:25:00,567 West St,Atlanta,999.989990234375
180003,USB-C Charging Cable,1,11.95,2019-04-01 08:15:00,509 12th St,Los Angeles,11.949999809265137
180004,Lightning Charging Cable,2,14.95,2019-04-06 19:38:00,307 Lincoln St,New York City,29.899999618530273
180005,AA Batteries (4-pack),2,3.84,2019-04-23 15:34:00,212 Highland St,Atlanta,7.679999828338623
180006,USB-C Charging Cable,1,11.95,2019-04-06 14:14:00,892 Highland St,New York City,11.949999809265137
180007,20in Monitor,1,109.99,2019-04-12 11:03:00,536 11th St,Los Angeles,109.98999786376953
180008,Wired Headphones,1,11.99,2019-04-27 12:06:00,316 Sunset St,San Francisco,11.989999771118164
180009,AA Batteries (4-pack),1,3.84,2019-04-14 09:36:00,157 River St,San Francisco,3.8399999141693115
180010,AA Batteries (4-pack),1,3.84,2019-04-22 16:36:00,94 Sunset St,Dallas,3.8399999141693115
180011,Flatscreen TV,1,300.0,2019-04-09 12:56:00,780 Forest St,San Francisco,300.0
180012,Apple Airpods Headphones,1,150.0,2019-04-20 14:15:00,253 4th St,Los Angeles,150.0
180013,Lightning Charging Cable,1,14.95,2019-04-09 20:12:00,807 Ridge St,Los Angeles,14.949999809265137
180014,AAA Batteries (4-pack),1,2.99,2019-04-27 20:08:00,544 Washington St,Seattle,2.990000009536743
180015,Bose SoundSport Headphones,1,99.99,2019-04-01 11:59:00,759 Center St,Portland,99.98999786376953
180016,27in FHD Monitor,1,149.99,2019-04-21 15:29:00,978 Adams St,Portland,149.99000549316406
180017,Bose SoundSport Headphones,1,99.99,2019-05-01 00:58:00,738 Adams St,New York City,99.98999786376953
180018,Wired Headphones,2,11.99,2019-04-08 10:01:00,505 Meadow St,Los Angeles,23.979999542236328
180019,Bose SoundSport Headphones,1,99.99,2019-04-30 14:26:00,973 West St,Seattle,99.98999786376953
180020,iPhone,1,700.0,2019-04-06 13:18:00,75 River St,San Francisco,700.0
180021,AAA Batteries (4-pack),2,2.99,2019-04-09 16:45:00,979 Chestnut St,San Francisco,5.980000019073486
180022,AA Batteries (4-pack),1,3.84,2019-04-06 20:29:00,859 Lincoln St,Los Angeles,3.8399999141693115
180023,AAA Batteries (4-pack),3,2.99,2019-04-01 15:16:00,258 8th St,San Francisco,8.97000002861023
180024,AAA Batteries (4-pack),3,2.99,2019-04-04 13:15:00,603 Johnson St,San Francisco,8.97000002861023
180025,Wired Headphones,1,11.99,2019-04-18 10:26:00,964 Main St,San Francisco,11.989999771118164
180026,AA Batteries (4-pack),1,3.84,2019-04-19 22:21:00,923 Sunset St,Boston,3.8399999141693115
180027,Apple Airpods Headphones,1,150.0,2019-04-18 18:34:00,566 14th St,New York City,150.0
180028,Wired Headphones,1,11.99,2019-04-06 15:41:00,399 Ridge St,Los Angeles,11.989999771118164
180029,ThinkPad Laptop,1,999.99,2019-04-28 10:59:00,225 Center St,San Francisco,999.989990234375
180030,Wired Headphones,1,11.99,2019-04-15 10:41:00,305 Highland St,Austin,11.989999771118164
180031,Vareebadd Phone,1,400.0,2019-04-22 15:33:00,534 10th St,Atlanta,400.0
180031,USB-C Charging Cable,1,11.95,2019-04-22 15:33:00,534 10th St,Atlanta,11.949999809265137
180032,Apple Airpods Headphones,1,150.0,2019-04-06 14:11:00,122 11th St,Austin,150.0
180033,27in 4K Gaming Monitor,1,389.99,2019-04-23 20:11:00,901 Cedar St,New York City,389.989990234375
180034,Wired Headphones,1,11.99,2019-04-06 14:28:00,677 Lake St,Los Angeles,11.989999771118164
180035,34in Ultrawide Monitor,1,379.99,2019-04-10 07:32:00,798 12th St,Los Angeles,379.989990234375
